Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Strongly-Connected ID,Clustering Coefficient,Eigenvector Centrality
Ugam-Kamat,Ugam-Kamat,3,5,8,8.0,3.0,5.0,7.0,3.66969696969697,5.14022641753273,0.0010985993,0.0013364517,0,6.86055399601503E-4,0,6,0.30357143,0.00866988513927794
Sri-Teja,Sri-Teja,0,3,3,3.0,0.0,3.0,7.0,4.02416918429003,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,109,0.5,0.0
Kousik-Chowdhury,Kousik-Chowdhury,2,8,10,10.0,2.0,8.0,7.0,3.6575757575757577,0.6348399831969497,8.2394946E-4,0.0010023388,0,5.695411773443952E-4,0,6,0.18888889,0.00805497928412624
Sayantan-Sen,Sayantan-Sen,10,15,25,27.0,12.0,15.0,6.0,2.8363636363636364,1181.6254049524653,0.003021148,0.0036752422,0,0.002207715143381555,0,6,0.14426878,0.0566458784522542
Sudhindra-Katre,Sudhindra-Katre,6,17,23,25.0,6.0,19.0,6.0,2.9363636363636365,945.5051619783372,0.0019225487,0.0023387906,1,0.0012622314184769364,0,6,0.08947369,0.024308186166345374
Ariz-Zubair,Ariz-Zubair,2,8,10,13.0,3.0,10.0,7.0,3.6575757575757577,1.7620761565575807,8.2394946E-4,0.0010023388,5,5.841455976561207E-4,0,6,0.21111111,0.004743133062073654
Atanu-Guin,Atanu-Guin,2,8,10,12.0,2.0,10.0,6.0,3.1303030303030304,14.583838385044793,8.2394946E-4,0.0010023388,2,5.928188886126664E-4,0,6,0.16666667,0.005708585618485279
Wen-Zhao,Wen-Zhao,0,2,2,2.0,0.0,2.0,8.0,4.401812688821752,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,110,0.5,0.0
Ananth-Rao-S,Ananth-Rao-S,6,4,10,11.0,6.0,5.0,7.0,4.0212121212121215,25.701286293909792,0.0019225487,0.0020046777,1,8.017378346286644E-4,0,6,0.17777778,0.02385693162031876
Tejasi-Latkar,Tejasi-Latkar,4,10,14,17.0,4.0,13.0,7.0,3.581818181818182,4.629226332040734,0.0013732491,0.0016705646,1,0.0012402826534011775,0,6,0.18131869,0.02421072119166393
Sanjuna-Stalin,Sanjuna-Stalin,2,3,5,5.0,2.0,3.0,7.0,3.8212121212121213,0.7073232323232324,8.2394946E-4,0.0010023388,0,7.38570963778197E-4,0,6,0.2,0.015300552781459255
Arun-Sugumar,Arun-Sugumar,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,111,0.0,0.0
Roota-Choksi,Roota-Choksi,0,6,6,7.0,0.0,7.0,7.0,3.6797583081570995,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,112,0.2,0.0
Chaochao-Qin,Chaochao-Qin,3,6,9,9.0,3.0,6.0,7.0,3.6666666666666665,1.4176822145862396,0.0010985993,0.0010023388,0,6.335097893723418E-4,0,6,0.2361111,0.013522613637737326
Alon-Amit,Alon-Amit,36,6,42,42.0,36.0,6.0,7.0,3.43030303030303,2609.2287481683775,0.010162043,0.011693953,6,0.024186923963642852,0,6,0.07317073,0.16598637170671962
Vishal-Kaushik,Vishal-Kaushik,2,4,6,7.0,2.0,5.0,7.0,4.124242424242424,34.614749370054625,8.2394946E-4,0.0010023388,0,5.950794085434099E-4,0,6,0.16666667,0.0070095959780722755
Tvss-Pavan-Kumar,Tvss-Pavan-Kumar,4,2,6,6.0,4.0,2.0,8.0,4.409090909090909,0.4181544547643619,0.0013732491,0.0016705646,6,7.885053971289295E-4,0,6,0.16666667,0.020666706004838057
Scott-Lowe,Scott-Lowe,11,3,14,14.0,11.0,3.0,7.0,3.6424242424242426,294.4379435883652,0.0032957979,0.0040093553,2,0.001505799990331256,0,6,0.104395606,0.043016827957903424
Ramu-Thumu,Ramu-Thumu,4,7,11,11.0,4.0,7.0,7.0,3.6,8.324667437825333,0.0013732491,0.0016705646,2,7.562471184744108E-4,0,6,0.13636364,0.011332797926959407
Karan-Gupta,Karan-Gupta,0,2,2,2.0,0.0,2.0,7.0,4.027190332326284,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,113,0.5,0.0
Arka-Pratim-Samajdwar,Arka-Pratim-Samajdwar,2,6,8,8.0,2.0,6.0,7.0,3.5757575757575757,2.6497381703264056,8.2394946E-4,0.0010023388,0,6.325817018096357E-4,0,6,0.35714287,0.008974098485790285
Anwesha-Dash,Anwesha-Dash,10,20,30,33.0,11.0,22.0,6.0,2.496969696969697,5804.5182774765,0.003021148,0.0036752422,6,0.003339728126545096,0,6,0.10307692,0.07589679958869068
Sreenivas-Viswanathan,Sreenivas-Viswanathan,6,4,10,11.0,7.0,4.0,7.0,4.0181818181818185,1.5764935717876893,0.0019225487,0.0023387906,1,7.322630453454234E-4,0,6,0.2,0.018336379997733587
Pranav-Birajdar,Pranav-Birajdar,4,8,12,13.0,4.0,9.0,6.0,2.8515151515151516,78.42219705755868,0.0013732491,0.0016705646,4,7.330510547046106E-4,0,6,0.26363635,0.023936548104148914
Gerd-Moe-Behrens,Gerd-Moe-Behrens,4,3,7,7.0,4.0,3.0,7.0,3.4393939393939394,39.86380533455224,0.0013732491,0.0013364517,2,8.100566033479766E-4,0,6,0.25,0.00960931015625684
Prudhvi-Krishna,Prudhvi-Krishna,3,4,7,8.0,3.0,5.0,7.0,3.0484848484848484,234.916849202171,0.0010985993,0.0013364517,2,0.0012090990953995994,0,6,0.26190478,0.018837527343600464
Karuna-Prasad,Karuna-Prasad,7,18,25,27.0,7.0,20.0,6.0,2.93030303030303,712.7925323267496,0.0021971986,0.0026729035,1,0.001196595396477925,0,6,0.16428572,0.04328934331875621
Praneet-Prakash,Praneet-Prakash,8,5,13,14.0,9.0,5.0,7.0,3.672727272727273,4.013689748381257,0.0024718484,0.0030070164,0,0.0012125866532401103,0,6,0.21794872,0.05137911043564054
Akashdeep-Deb,Akashdeep-Deb,5,9,14,15.0,6.0,9.0,7.0,3.6545454545454548,4.236386638072114,0.0016478989,0.0020046777,6,7.745964165126972E-4,0,6,0.13736264,0.024443437076137133
Shubham-Sharma,Shubham-Sharma,0,7,7,8.0,0.0,8.0,6.0,2.8549848942598186,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,114,0.26190478,0.0
Rushi-Ahuja,Rushi-Ahuja,23,23,46,50.0,24.0,26.0,6.0,2.466666666666667,2657.498775262791,0.0065915957,0.0076845973,1,0.002972341260431462,0,6,0.07882883,0.10146317217317206
Aditya-Pratap-Singh,Aditya-Pratap-Singh,6,15,21,24.0,6.0,18.0,7.0,3.3545454545454545,798.6321390603813,0.0019225487,0.0016705646,1,0.0011724614136078158,0,6,0.110526316,0.020731085279196697
Adnan-Ali-Syed,Adnan-Ali-Syed,1,9,10,13.0,1.0,12.0,6.0,3.309090909090909,1.0452380952380953,5.4929964E-4,6.6822587E-4,2,5.801648086823959E-4,0,6,0.22222222,0.0031958171043959265
Alex-Gomez,Alex-Gomez,0,2,2,2.0,0.0,2.0,6.0,2.906344410876133,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,115,0.5,0.0
Gautam-Kumar,Gautam-Kumar,1,5,6,6.0,1.0,5.0,6.0,2.700906344410876,242.86405483405474,5.4929964E-4,3.3411293E-4,6,6.127772778402495E-4,0,86,0.36666667,8.500523084579777E-4
Devendra-Kumar-Sahu,Devendra-Kumar-Sahu,3,4,7,7.0,3.0,4.0,7.0,3.8181818181818183,73.8577332797921,0.0010985993,0.0013364517,0,8.370748762434166E-4,0,6,0.26190478,0.02015681535855372
Taha-Yavuz-Bodur,Taha-Yavuz-Bodur,25,6,31,34.0,28.0,6.0,7.0,3.687878787878788,2136.3049978903878,0.0071408954,0.008352824,2,0.00287567588877327,0,6,0.11612903,0.09612868987934783
Siddharth-Pathak,Siddharth-Pathak,7,5,12,12.0,7.0,5.0,6.0,2.7,485.47875277713985,0.0021971986,0.0026729035,2,0.0012638512607527632,0,6,0.2,0.03735222259208469
Pratibha-Virenam,Pratibha-Virenam,0,2,2,2.0,0.0,2.0,7.0,4.027190332326284,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,116,0.5,0.0
Houtan-Bozorghadad,Houtan-Bozorghadad,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,117,0.0,0.0
Sidharth-Kriplani,Sidharth-Kriplani,9,6,15,15.0,9.0,6.0,7.0,3.903030303030303,9.394573117249454,0.0027464982,0.0030070164,6,0.0011370381553575796,0,6,0.11904762,0.0451490160793275
Preston-Lee,Preston-Lee,0,3,3,3.0,0.0,3.0,7.0,3.8489425981873113,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,118,0.5,0.0
Niara-Caur,Niara-Caur,4,7,11,13.0,6.0,7.0,7.0,3.8333333333333335,1.6555614931448024,0.0013732491,0.0016705646,1,7.604431242361564E-4,0,6,0.22727273,0.022301880589262565
Krishna-Patni,Krishna-Patni,0,6,6,6.0,0.0,6.0,7.0,3.972809667673716,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,119,0.23333333,0.0
Maruthi-Prasanna-C,Maruthi-Prasanna-C,3,11,14,16.0,4.0,12.0,7.0,3.6424242424242426,8.585731379382462,0.0010985993,0.0013364517,0,5.849921351060246E-4,0,6,0.12087912,0.010312580965658855
Ajay-Tiwary,Ajay-Tiwary,0,8,8,8.0,0.0,8.0,6.0,3.0,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,120,0.14285715,0.0
Harshit-Wadhwani,Harshit-Wadhwani,19,7,26,32.0,25.0,7.0,6.0,3.221212121212121,152.06738722940355,0.0054929964,0.0063481457,1,0.0017914335879344362,0,6,0.108333334,0.07427192995384421
Ihab-Ibarahim-Battawi,Ihab-Ibarahim-Battawi,6,25,31,35.0,6.0,29.0,6.0,2.742424242424242,676.1427720314035,0.0019225487,0.0023387906,1,0.0010920487902036004,0,6,0.1468254,0.033900539980784884
Rishi-Hisariya,Rishi-Hisariya,4,10,14,16.0,5.0,11.0,7.0,3.5787878787878786,3.073880730031814,0.0013732491,0.0016705646,1,6.642210177623673E-4,0,6,0.14835165,0.017292537246757698
Malena-Beauregard,Malena-Beauregard,19,34,53,60.0,22.0,38.0,6.0,2.606060606060606,5789.489929936143,0.0054929964,0.0060140328,1,0.003923335881948988,0,6,0.081949055,0.10062431067908895
Vaishak-Tirumala,Vaishak-Tirumala,12,10,22,25.0,13.0,12.0,7.0,2.903030303030303,197.10091617233948,0.0035704477,0.0040093553,0,0.0013642600806661896,0,6,0.13095239,0.05825968006266624
Amarta-Majumder,Amarta-Majumder,4,12,16,17.0,4.0,13.0,7.0,3.506060606060606,31.64448083485599,0.0013732491,0.0013364517,6,7.391335129721492E-4,0,6,0.13333334,0.012228899553703645
Rishabh-Shah,Rishabh-Shah,1,2,3,3.0,1.0,2.0,7.0,4.024242424242424,0.125,5.4929964E-4,6.6822587E-4,3,5.929360032736141E-4,0,6,0.33333334,0.002390492049498314
Mahesh-Nalawade,Mahesh-Nalawade,10,10,20,23.0,12.0,11.0,7.0,3.4363636363636365,79.01015757312955,0.003021148,0.0036752422,6,0.0012417992827986545,0,6,0.121323526,0.05245666478231876
Chaitanya-Bharech,Chaitanya-Bharech,10,13,23,25.0,11.0,14.0,7.0,3.4909090909090907,42.69996202213762,0.003021148,0.0036752422,1,0.0013125213760716411,0,6,0.11067194,0.03822215904726754
Caro-Realpe,Caro-Realpe,5,6,11,12.0,6.0,6.0,8.0,4.378787878787879,16.358659260929546,0.0016478989,0.0020046777,1,6.545688779399681E-4,0,6,0.15454546,0.01288487349383289
Ganesh-Ram,Ganesh-Ram,0,4,4,4.0,0.0,4.0,7.0,3.0574018126888216,0.0,0.0,3.3411293E-4,3,5.367386671337139E-4,0,121,0.33333334,0.0
Gaurav-Koley,Gaurav-Koley,0,3,3,3.0,0.0,3.0,7.0,4.066465256797583,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,122,0.8333333,0.0
Joshua-Abenazer,Joshua-Abenazer,3,12,15,16.0,4.0,12.0,7.0,3.2696969696969695,20.97012055805257,0.0010985993,0.0013364517,0,6.450963505525554E-4,0,6,0.16666667,0.010399429153171477
Minhaj-Muhammad,Minhaj-Muhammad,2,5,7,7.0,2.0,5.0,7.0,3.9727272727272727,7.883598927134395,8.2394946E-4,0.0010023388,2,6.874319935661571E-4,0,6,0.23809524,0.00796172665114821
Tarun-Gehlot,Tarun-Gehlot,3,4,7,7.0,3.0,4.0,7.0,4.0212121212121215,4.26438463497287,0.0010985993,0.0013364517,2,8.779735244223817E-4,0,6,0.21428572,0.013056009834100168
Aniket-Marne,Aniket-Marne,4,3,7,8.0,5.0,3.0,8.0,4.403030303030303,0.3304144385026738,0.0013732491,0.0016705646,0,6.581923515996067E-4,0,6,0.26190478,0.018805586161037113
Jean-Marion,Jean-Marion,39,12,51,51.0,39.0,12.0,6.0,2.9424242424242424,5569.1038501379335,0.010985993,0.012362178,1,0.007664408915736502,0,6,0.07198068,0.1645909160395378
Mrinal-Purohit,Mrinal-Purohit,1,9,10,10.0,1.0,9.0,7.0,3.3575757575757574,9.937204389762435,5.4929964E-4,6.6822587E-4,1,6.125726586549755E-4,0,6,0.17777778,0.01402821370608486
Lang-Lu,Lang-Lu,0,3,3,3.0,0.0,3.0,7.0,4.02416918429003,0.0,0.0,3.3411293E-4,1,5.367386671337139E-4,0,123,0.33333334,0.0
Samarth-Khare,Samarth-Khare,7,9,16,19.0,10.0,9.0,7.0,3.618181818181818,13.409099558953267,0.0021971986,0.0023387906,0,8.449449135959975E-4,0,6,0.1375,0.02246713089975603
Vasu-Jindal,Vasu-Jindal,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,2,6.125726586549755E-4,0,6,0.5,0.01402821370608486
Rajat-Agrawal,Rajat-Agrawal,1,3,4,4.0,1.0,3.0,6.0,2.945619335347432,68.34660928167122,5.4929964E-4,6.6822587E-4,0,5.755274530102174E-4,0,69,0.25,9.655216268564386E-4
Minhaz-Mishu,Minhaz-Mishu,12,3,15,16.0,13.0,3.0,7.0,4.027272727272727,6.993527714115949,0.0035704477,0.0040093553,0,0.001553276149156401,0,6,0.14285715,0.05236328382575416
Louise-Stephan,Louise-Stephan,1,3,4,5.0,1.0,4.0,7.0,4.357575757575757,2.0,5.4929964E-4,6.6822587E-4,6,9.393027587142834E-4,0,6,0.33333334,0.0011067975719415916
Kevin-Harris,Kevin-Harris,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,124,0.0,0.0
Kevin-Luo,Kevin-Luo,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,125,0.0,0.0
Kiran-Peyyala,Kiran-Peyyala,7,30,37,42.0,7.0,35.0,6.0,2.4757575757575756,2133.593076821431,0.0021971986,0.0026729035,3,0.0010102777237500293,0,6,0.09579832,0.028295023345612832
Anand-Kumar-Pandey,Anand-Kumar-Pandey,1,3,4,4.0,1.0,3.0,7.0,3.396969696969697,0.8073306954562952,5.4929964E-4,6.6822587E-4,2,6.159675497900566E-4,0,6,0.33333334,0.006979956281098851
Amit-Upadhyay,Amit-Upadhyay,3,2,5,5.0,3.0,2.0,7.0,3.56969696969697,20.611271848678516,0.0010985993,0.0013364517,5,7.756010028383714E-4,0,6,0.3,0.012617477752983481
Zoie-Yang,Zoie-Yang,3,5,8,9.0,3.0,6.0,7.0,4.0181818181818185,0.5768971224853577,0.0010985993,0.0013364517,0,6.304643069241178E-4,0,6,0.23214285,0.010813282908156271
Pawan-Goon,Pawan-Goon,3,7,10,10.0,3.0,7.0,7.0,3.596969696969697,55.29196125931605,0.0010985993,0.0013364517,6,7.132543768639737E-4,0,6,0.23333333,0.021053104821938427
Karthik-Gaddipati,Karthik-Gaddipati,18,12,30,37.0,25.0,12.0,5.0,2.687878787878788,1570.605270642689,0.0052183466,0.0060140328,1,0.0019098808375601153,0,6,0.18660969,0.07807051871903782
Gurasis-Dhesi,Gurasis-Dhesi,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,126,0.0,0.0
Vedanta-Bagchi,Vedanta-Bagchi,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,127,0.0,0.0
John-Kenneff,John-Kenneff,1,2,3,5.0,1.0,4.0,8.0,4.406060606060606,0.029411764705882353,5.4929964E-4,6.6822587E-4,1,5.568870974141247E-4,0,6,0.33333334,0.005542210770036887
Narendra-Yadav,Narendra-Yadav,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,5.542537813483968E-4,0,6,0.5,0.0033238679611194365
Adam-Cole,Adam-Cole,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,128,0.0,0.0
Zuwa-Sinkamba,Zuwa-Sinkamba,1,1,2,3.0,1.0,2.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.5,0.0025127685140893473
JB-Badjo,JB-Badjo,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,129,0.0,0.0
Mi-A-Soar,Mi-A-Soar,0,3,3,4.0,0.0,4.0,8.0,4.398791540785498,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,130,0.33333334,0.0
Eddie-Tsang,Eddie-Tsang,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,131,0.0,0.0
Robin-Ken,Robin-Ken,0,2,2,3.0,0.0,3.0,8.0,4.398791540785498,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,132,0.5,0.0
Aqeel-Nihad-Al-Ameer,Aqeel-Nihad-Al-Ameer,0,2,2,3.0,0.0,3.0,7.0,3.8580060422960725,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,133,0.5,0.0
Samir-Sureshbabu,Samir-Sureshbabu,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,134,0.0,0.0
Jeremy-Westerman,Jeremy-Westerman,1,1,2,3.0,1.0,2.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,6.024987004195687E-4,0,6,0.5,0.007130350559242462
Gemima-Cadet,Gemima-Cadet,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,135,0.0,0.0
Victor-Manuel-Pinzon-Reyes,Victor-Manuel-Pinzon-Reyes,1,3,4,5.0,1.0,4.0,8.0,4.4,0.19523809523809524,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.25,0.0025127685140893473
Rameshwari-Srinivasan,Rameshwari-Srinivasan,0,2,2,2.0,0.0,2.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,0,5.367386671337139E-4,0,136,0.5,0.0
Oli-Palmer,Oli-Palmer,1,2,3,3.0,1.0,2.0,7.0,3.824242424242424,0.1801470588235294,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.33333334,0.0025127685140893473
Rupali-Krishnan,Rupali-Krishnan,0,2,2,3.0,0.0,3.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,137,0.5,0.0
Sidrah-Moiz-Khan,Sidrah-Moiz-Khan,0,2,2,3.0,0.0,3.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,138,0.5,0.0
Sairam-Seri,Sairam-Seri,7,14,21,22.0,7.0,15.0,6.0,3.090909090909091,136.35236384079772,0.0021971986,0.0026729035,1,9.922947486972601E-4,0,6,0.11111111,0.03301494429415546
VrayZenz-Goncalves,VrayZenz-Goncalves,0,2,2,3.0,0.0,3.0,7.0,4.030211480362538,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,139,0.5,0.0
Francisco-Ramirez,Francisco-Ramirez,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,140,0.0,0.0
Abood-Zaqzouq,Abood-Zaqzouq,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,141,0.0,0.0
Felea-Emanuel,Felea-Emanuel,1,1,2,3.0,1.0,2.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,6,6.024987004195687E-4,0,6,0.5,0.007130350559242462
Anna-Barrett,Anna-Barrett,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,142,0.0,0.0
Siva-Kumar,Siva-Kumar,3,6,9,10.0,4.0,6.0,7.0,3.187878787878788,122.20448292415517,0.0010985993,0.0013364517,3,6.913307653172544E-4,0,6,0.17857143,0.013751908387154807
Romeo-Goosens,Romeo-Goosens,0,2,2,3.0,0.0,3.0,8.0,4.40785498489426,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,143,0.5,0.0
Makarella-Evans,Makarella-Evans,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,144,0.0,0.0
Saurabh-Sahane,Saurabh-Sahane,1,3,4,5.0,1.0,4.0,8.0,4.2696969696969695,2.1071950509021447,5.4929964E-4,6.6822587E-4,6,5.568870974141247E-4,0,6,0.25,0.005542210770036887
Thomas-Ludwig,Thomas-Ludwig,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,145,0.0,0.0
Anantha-Kumar,Anantha-Kumar,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,146,0.0,0.0
Alba-Ortega,Alba-Ortega,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,147,0.0,0.0
Hemant-Kumar,Hemant-Kumar,3,7,10,13.0,5.0,8.0,6.0,2.584848484848485,548.6527274800649,0.0010985993,0.0013364517,3,6.964063121332513E-4,0,6,0.39285713,0.005642681450601425
Trey-Moore,Trey-Moore,3,1,4,4.0,3.0,1.0,8.0,4.409090909090909,0.0,0.0010985993,0.0010023388,5,6.55339643993126E-4,0,6,0.25,0.017435262367283294
Guo-Lieheng,Guo-Lieheng,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,148,0.0,0.0
Vishvender-Rawat,Vishvender-Rawat,1,2,3,4.0,1.0,3.0,8.0,4.403030303030303,0.16666666666666666,5.4929964E-4,6.6822587E-4,6,5.493927470639844E-4,0,6,0.33333334,0.0025127685140893473
Julien-Lambert,Julien-Lambert,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,149,0.0,0.0
Ronak-Mehta,Ronak-Mehta,0,5,5,5.0,0.0,5.0,6.0,2.900302114803625,0.0,0.0,3.3411293E-4,2,5.367386671337139E-4,0,150,0.35,0.0
Christian-Del-Moral,Christian-Del-Moral,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,151,0.0,0.0
Wang-Yihao,Wang-Yihao,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,152,0.0,0.0
Hamza-Riaz,Hamza-Riaz,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,153,0.0,0.0
Mahesh-Kale,Mahesh-Kale,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,154,0.0,0.0
Jason-Salisbury,Jason-Salisbury,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,155,0.0,0.0
Kelly-Zhang,Kelly-Zhang,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,156,0.0,0.0
Joshua-Stuart,Joshua-Stuart,0,1,1,1.0,0.0,1.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,157,0.0,0.0
Farrukh-Mehmood,Farrukh-Mehmood,1,1,2,2.0,1.0,1.0,8.0,4.409090909090909,0.0,5.4929964E-4,6.6822587E-4,0,6.024987004195687E-4,0,6,0.5,0.007130350559242462
Eric-Wu,Eric-Wu,2,2,4,4.0,2.0,2.0,7.0,4.363636363636363,1431.5,8.2394946E-4,0.0010023388,6,0.0012102936019759087,0,6,0.25,0.008506259726938772
Moh-Magdy,Moh-Magdy,0,1,1,2.0,0.0,2.0,8.0,4.410876132930514,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,158,0.0,0.0
Naresh-Kumar,Naresh-Kumar,0,3,3,4.0,0.0,4.0,7.0,3.0572289156626504,0.0,0.0,3.3411293E-4,6,5.367386671337139E-4,0,159,0.33333334,0.0
